Title,Author,Genre,Pages,Year,Downloads,Rating
David,"
Charles Kingsley
",Philosophy,,,"1,288",0
Meditations,"
Emperor of Rome Marcus Aurelius
",Philosophy,254,180,"72,588",4.5
The Words of Jesus,"
John Ross Macduff
",Philosophy,73,1858,"1,311",0
Palmistry for All,"
Cheiro
",Philosophy,151,1916,"87,210",3.5
"Epistle Sermons, Vol. III","
Martin Luther
",Philosophy,,1909,"1,314",0
Joseph Smith as Scientist,"
John A. Widtsoe
",Philosophy,138,1908,"1,311",0
Dream Psychology,"
Sigmund Freud
",Philosophy,137,1920,"53,403",3.75
Sketches of Church History,"
James Craigie Robertson
",Philosophy,,1854,"1,317",0
Morning and Evening Prayers for All Days of the Week,"
Johann Habermann
",Philosophy,87,1920,"1,312",0
Valitut teokset 1910-1922,"
Eino Kaila
",Philosophy,,1922,"1,290",0
Love to the Uttermost,"
F. B. Meyer
",Philosophy,235,1898,"1,292",0
Acres of Diamonds,"
Russell H. Conwell
",Philosophy,105,1913,"61,408",3.7142857142857
The Moral Instruction of Children,"
Felix Adler
",Philosophy,176,1892,"1,307",0
The Bhagavad-Gita,,Philosophy,92,,"74,863",5
Browning as a Philosophical and Religious Teacher,"
Sir Jones Henry
",Philosophy,,1891,"1,308",0
The Pilgrim's Progress,"
John Bunyan
",Philosophy,149,1678,"72,181",4.125
The Power of Concentration,"
Theron Q. Dumont
",Philosophy,104,1915,"49,619",4.7142857142857
How to Analyze People on Sight,"
Elsie Lincoln Benedict
Ralph Paine Benedict
",Philosophy,253,1921,"61,016",3.2857142857143
The Age of Reason,"
D. J. Medley
",Philosophy,209,1796,"120,476",3.5714285714286
Analyzing Character,"
Arthur Newcomb
Katherine M. H. Blackford
",Philosophy,414,1922,"75,964",3.3333333333333
Autobiography of a Yogi,"
Paramahansa Yogananda
",Philosophy,579,1946,"100,047",4.6153846153846
A Retrospect,"
J. Hudson Taylor
",Philosophy,128,,"1,279",0
The Analects of Confucius,"
Confucius
",Philosophy,73,,"90,591",2.6666666666667
Reina Valera New Testament of the Bible 1862,,Philosophy,652,1862,"1,307",0
"The Doctrines of Predestination, Reprobation, and Election","
Robert Wallace
",Philosophy,0,1880,"1,288",0
The Kama Sutra of Vatsayayana,"
Sir Richard Francis Burton
",Philosophy,188,1898,"167,394",3.6
The Authoritative Life of General William Booth,"
George Scott Railton
",Philosophy,,,"1,279",0
The Analysis of Mind,"
Bertrand Russell
",Philosophy,206,1921,"82,580",3.6666666666667
Loss Of Reason,"
Miles A. Maxwell
",Philosophy,242,2015,"12,087",4
The Expositor's Bible: The Book of Exodus,"
G. A. Chadwick
",Philosophy,,1890,"1,292",0
Memories and Studies,"
William James
",Philosophy,172,1911,"1,316",0
Studies in the Out-Lying Fields of Psychic Science,"
Hudson Tuttle
",Philosophy,190,1889,"1,296",0
The Communist Manifesto,"
Karl Marx
Frederick Engels
",Philosophy,43,1888,"190,542",3.5454545454545
Siddhartha,"
Herman Hesse
",Philosophy,108,1922,"111,570",4.2857142857143
The Sense of Beauty,"
George Santayana
",Philosophy,174,1896,"106,696",0
Applied Psychology: Driving Power of Thought,"
Warren Hilton
",Philosophy,50,1914,"48,403",5
Etiquette,"
Emily Post
",Philosophy,656,1922,"67,251",5
The Philosophy of Despair,"
David Starr Jordan
",Philosophy,25,,"1,310",5
Eryxias,"
Plato [attributed]
",Philosophy,,,"1,302",0
Old-Fashioned Ethics and Common-Sense Metaphysics,"
William Thomas Thornton
",Philosophy,212,1869,"1,284",0
The Art of War,"
Zi Sun
",Philosophy,150,0,"782,825",4.7272727272727
Gleanings from the Writings of Bahá'u'lláh,"
Baha'u'llah
",Philosophy,,2005,"1,280",5
Applied Psychology: Making Your Own World,"
Warren Hilton
",Philosophy,36,1914,"43,674",3
Hebrew Life and Times,"
Harold B. Hunting
",Philosophy,,1921,"1,301",0
"The Legends of the Jews, vol 2","
Louis Ginzberg
",Philosophy,256,1909,"1,297",0
The Parables of Our Lord,"
William Arnot
",Philosophy,,1874,"1,290",0
The Coral Island,"
Robert Michael Ballantyne
",Pirate Tales,0,1857,"11,388",4
The Pirates of Ersatz,"
Murray Leinster
",Pirate Tales,224,1959,"5,980",4.3333333333333
Black Bartlemy's Treasure,"
Jeffery Farnol
",Pirate Tales,349,1920,"9,664",4.0714285714286
The Book of Buried Treasure,"
Ralph Delahaye Paine
",Pirate Tales,320,1911,"6,489",0
Treasure Island,"
Robert Louis Stevenson
",Pirate Tales,194,1883,"59,560",4.7777777777778
Book of Pirates,"
Howard Pyle
",Pirate Tales,180,1921,"10,785",2.75
Across the Spanish Main,"
Harry Collingwood
",Pirate Tales,246,1906,"17,121",5
The Black Buccaneer,"
Stephen W. Meader
",Pirate Tales,170,1920,"5,217",0
Great Pirate Stories,,Pirate Tales,1,1922,"5,070",0
An Old Sailor's Yarns,"
Nathaniel Ames
",Pirate Tales,217,1835,"4,606",0
The Ghost Pirates,"
William Hope Hodgson
",Pirate Tales,174,1909,"7,714",4.8333333333333
The Pirate Island,"
Harry Collingwood
",Pirate Tales,297,1885,"5,433",4
Buccaneers and Pirates of Our Coasts,"
Frank R. Stockton
",Pirate Tales,222,1897,"4,902",2
The Sea-Hawk,"
Rafael Sabatini
",Pirate Tales,305,1915,"8,661",5
The Count of Monte Cristo,"
Alexandre Dumas
",Pirate Tales,1424,1845,"190,916",4.6976744186047
Captain Blood,"
Rafael Sabatini
",Pirate Tales,329,1922,"22,880",4.75
The Dealings of Captain Sharkey,"
Arthur Conan Doyle
",Pirate Tales,187,1900,"5,181",0
Among Malay Pirates,"
G. A. Henty
",Pirate Tales,158,1905,"10,683",3.5
Blackbeard: Buccaneer,"
Ralph Delahaye Paine
",Pirate Tales,204,1922,"7,209",5
Peter Pan,"
J. M. Barrie
",Pirate Tales,137,1904,"40,361",4.6
Adrift in a Boat,"
W. H. G. Kingston
",Pirate Tales,109,1869,"9,373",4
"Long Ago, Far Away","
Esmè Stuart
",Pirate Tales,190,1959,"4,637",4.3333333333333
The Iron Pirate,"
Max Pemberton
",Pirate Tales,247,1893,"4,603",4.5
Blackbeard,"
B. Barker
",Pirate Tales,65,1847,"9,812",2.3333333333333
Divina Commedia,"
Dante Alighieri
",Poetry,381,,"23,599",4
Lazy Matilda and Other Tales,"
Katharine Pyle
",Poetry,,1921,737,0
Birds and Poets ,"
John Burroughs
",Poetry,,1877,749,0
The Odyssey of Homer,"
Homer
",Poetry,580,,"14,194",0
Lieder von Lessing ,"
Gotthold Ephraim Lessing
",Poetry,,,748,0
The Wonder-Working Magician,"
Pedro Calderón de la Barca
",Poetry,,1873,744,0
The Complete Works of William Shakespeare,"
William Shakespeare
",Poetry,9,,"209,976",4
All's Well That Ends Well,"
William Shakespeare
",Poetry,123,1603,"19,614",4
The Iliad of Homer,"
Homer
",Poetry,652,1849,"15,678",5
Beowulf,,Poetry,104,1100,"47,086",4.5
'A Comedy of Errors' in Seven Acts,"
Spokeshave
",Poetry,124,1914,"29,806",3
Leaves of Grass,"
Walt Whitman
",Poetry,695,1891,"39,702",5
Een abel spel van Lanseloet van Denemerken,"
Anonymous
",Poetry,,1907,731,0
No Abolition of Slavery,"
James Boswell
",Poetry,,1791,732,0
The Hundred Best English Poems,,Poetry,169,1904,"16,398",4
Helkavirsiä I-II,"
Eino Leino
",Poetry,,1916,741,0
500 Rätsel und Rätselscherze für jung und alt,"
Joseph Frick
",Poetry,126,,"15,161",0
The Divine Comedy,"
Dante Alighieri
",Poetry,646,1321,"46,431",5
The Raven / The Masque of the Red Death / The Cask of Amontillado,"
Edgar Allan Poe
",Poetry,25,,"25,364",5
Canada and Other Poems,"
T. F. Young
",Poetry,119,,741,0
The Waste Land,"
T. S. Eliot
",Poetry,34,,"13,741",4.5
Collected Works of Poe,"
Edgar Allan Poe
",Poetry,207,,"93,692",5
Michelangelo Gedichte und Briefe,"
Michelangelo Buonarroti
",Poetry,,1907,742,0
Canterbury Tales and Other Poems,"
Geoffrey Chaucer
",Poetry,1164,14,"58,781",4.5
The Poetics,"
Aristotle
",Poetry,116,1920,"21,357",2.5
The Children's Garland from the Best Poets,,Poetry,,1861,740,0
"Rural Tales, Ballads, and Songs","
Robert Bloomfield
",Poetry,69,,748,0
Collected Works of Poe,"
Edgar Allan Poe
",Poetry,195,,"21,232",4
Faust,"
Johann Wolfgang von Goethe
",Poetry,221,1808,"14,003",0
Struwwelpeter: Merry Tales and Funny Pictures,"
Heinrich Hoffman
",Poetry,,1848,747,0
The Glory of the Trenches,"
Coningsby Dawson
",Poetry,0,1917,734,0
Mary Stuart,"
Friedrich von Schiller
",Poetry,,1801,735,0
Germinal,"
Émile Zola
",Poetry,459,1885,"13,589",4.3333333333333
La danse macabre des femmes,"
Anonymous
",Poetry,0,,734,0
Watchers of the Sky,"
Alfred Noyes
",Poetry,148,,738,0
La boucle de cheveux enlevée,"
Alexander Pope
",Poetry,,1728,743,0
Gitanjali,"
Rabindranath Tagore
",Poetry,53,1913,"30,599",3.75
Unscrambled Eggs,"
Nadia Brown
",Poetry,70,2013,"1,090",4.5
Palamon and Arcite ,"
John Dryden
",Poetry,,1897,733,0
Paradise Lost,"
John Milton
",Poetry,286,1667,"27,952",4.6
Antony and Cleopatra,"
William Shakespeare
",Poetry,122,1606,"15,105",3
Gedichten,"
Frans Bastiaanse
",Poetry,,,736,0
The Kingdom of Love,"
Ella Wheeler Wilcox
",Poetry,,1909,731,0
Die Göttliche Komödie,"
Dante Alighieri
",Poetry,389,1321,"15,148",4
In Divers Tones,"
Sir Roberts Charles G. D.
",Poetry,,1886,734,0
Dreams & Dust,"
Don Marquis
",Poetry,,1915,748,0
The Ramayana,"
Valmiki
",Poetry,1,1874,"19,410",4
Painuva päivä; Elämän koreus; Leirivalkeat; Ajatar; Syreenien kukkiessa,"
Eino Leino
",Poetry,,1920,738,0
Queen Summer,"
Walter Crane
",Poetry,,,748,0
The Prince,"
Niccolò Machiavelli
",Politics,135,1513,"72,774",5
On liberty,"
John Stuart Mill
",Politics,119,1901,"105,374",5
Democracy and Education,"
John Dewey
",Politics,324,1916,"17,537",5
Robert's Rules of Order ,"
Henry M. Robert
",Politics,123,1876,"36,483",5
Common Sense,"
Thomas Paine
",Politics,69,1779,"26,250",5
Historical materialism and the economics of Karl Marx,"
Benedetto Croce
",Politics,135,1914,"10,417",0
An Inquiry into the Nature and Causes of the Wealth of Nations,"
Adam Smith
Germain Garnier
",Politics,955,1776,"57,408",5
The Republic,"
Plato
",Politics,404,,"99,853",4.3333333333333
''Bethink Yourselves!'',"
graf Tolstoy Leo
",Politics,49,1904,"23,417",0
The Federalist Papers,"
James Madison Alexander Hamilton John Jay
",Politics,593,,"9,913",4
Utopia,"
Thomas More
",Politics,102,1515,"14,981",4
The Panama Canal Conflict between Great Britain and the United States of America,"
Lassa Oppenheim
",Politics,39,1913,"8,979",0
A Poor Wise Man,"
Mary Roberts Rinehart
",Politics,336,1920,"18,798",3.75
The Rights of Man,"
Thomas Paine
",Politics,217,1779,"32,992",5
Walden,"
Henry David Thoreau
",Politics,244,1854,"74,924",4
Are Women People?,"
Alice Duer Miller
",Politics,84,1915,"9,978",4.5
Loss Of Reason,"
Miles A. Maxwell
",Politics,242,2015,"12,087",4
The Communist Manifesto,"
Karl Marx
Frederick Engels
",Politics,43,1888,"190,542",3.5454545454545
Leviathan,"
Thomas Hobbes
",Politics,951,1651,"22,600",3
'Indiscretions' of Lady Susan,"
Lady Susan Townley
",Politics,214,1922,"12,197",3.5
"Democracy In America, vol 1","
Alexis de Tocqueville
",Politics,468,1835,"9,317",0
On the Duty of Civil Disobedience,"
Henry David Thoreau
",Politics,26,1849,"23,611",5
The American Crisis,"
Thomas Paine
",Politics,178,1779,"9,421",5
Politics: A Treatise on Government,"
Aristotle
",Politics,285,1919,"10,748",3
At the Mountains of Madness,"
H. P. Lovecraft
",Post-1930,100,1936,"203,601",4.8333333333333
The Helpful Robots,"
Robert J. Shea
",Post-1930,,1957,"1,749",4
Accidental Death,"
Peter Baily
",Post-1930,23,1959,"28,001",3.3333333333333
Mutineer,"
Robert J. Shea
",Post-1930,21,1959,"1,778",3.6666666666667
The Golden Amazons of Venus,"
John Murray Reynolds
",Post-1930,,1939,"1,744",3
Isle of the Undead,"
Lloyd Arthur Eshbach
",Post-1930,40,1936,"1,744",2.5
Big Dummy's Guide To The Internet,"
Electronic Frontier Foundation
",Post-1930,222,1993,"27,823",3
A Brief History of the Internet,"
Maxwell Fuller
Michael Hart
",Post-1930,72,1995,"39,572",3.4
World Beyond Pluto,"
Stephen Marlowe
",Post-1930,,1958,"1,764",3
Replay,"
Drew Wagar
",Post-1930,12,2009,"1,755",5
The Almost Perfect Murder,"
Hulbert Footner
",Post-1930,631,1937,"33,024",5
Riya's Foundling,"
Algirdas Jonas Budrys
",Post-1930,,1953,"1,748",4
Time Enough at Last,"
Lyn Venable
",Post-1930,23,1953,"1,769",5
Gold,"
Lewis Shiner
",Post-1930,,1989,"1,754",4
The Test Colony,"
Winston K. Marks
",Post-1930,45,1954,"1,749",3.5
A History of China,"
Wolfram Eberhard
",Post-1930,402,1970,"39,640",4
2 B R O 2 B,"
Kurt Vonnegut
",Post-1930,24,1962,"30,596",4.3846153846154
No Orchids for Miss Blandish,"
James Hadley Chase
",Post-1930,218,1939,"50,161",4.5454545454545
Second Sight,"
Alan Edward Nourse
",Post-1930,21,1963,"1,742",5
Freedom,"
Dallas McCord Reynolds
",Post-1930,,1961,"1,751",2.5
The Demon Girl,"
Penelope Fletcher
",Post-1930,208,2010,"66,422",4.0277777777778
The Man the Martians Made,"
Frank Belknap Long
",Post-1930,,1954,"1,746",4
Autobiography of a Yogi,"
Paramahansa Yogananda
",Post-1930,579,1946,"100,047",4.6153846153846
The Accused,"
Harold R. Daniels
",Post-1930,158,1958,"58,864",4.3076923076923
This World Must Die!,"
Horace Bowne Fyfe
",Post-1930,33,1951,"1,776",2
The Hacker's Dictionary,,Post-1930,493,1992,"37,482",3.7142857142857
Less Than Words Can Say,"
Richard Mitchell
",Post-1930,150,1979,"1,751",0
Blindsight,"
Peter Watts
",Post-1930,0,2006,"31,227",4.1428571428571
Petite Confessions,"
Vicki Lesage
",Post-1930,95,2015,"14,458",0
Stairway to the Stars,"
Larry T. Shaw
",Post-1930,,1951,"1,753",4
The 2008 CIA World Factbook,"
United States. Central Intelligence Agency
",Post-1930,1,2008,"38,013",0
Approaching Zero,"
Paul Mungo
",Post-1930,396,1993,"29,681",0
Almuric,"
Robert E. Howard
",Post-1930,236,1939,"28,487",3.8571428571429
Anthem,"
Ayn Rand
",Post-1930,70,1938,"66,832",3.8461538461538
Hymns and Hymnwriters of Denmark,"
Jens Christian Aaberg
",Post-1930,157,1945,"36,526",0
At the Post,"
Horace Leonard Gold
",Post-1930,50,1953,"1,771",3.5
Giants on the Earth,"
Sterner St. Paul Meek
",Post-1930,,1932,"1,758",3
The Case of Charles Dexter Ward,"
H. P. Lovecraft
",Post-1930,129,1941,"30,963",4.8333333333333
Sound Military Decision,"
United States. Central Intelligence Agency
",Post-1930,,1936,"1,739",0
Itsy Bitsy Spider,"
James Patrick Kelly
",Post-1930,0,2007,"1,769",4.5
The Shadow Over Innsmouth,"
H. P. Lovecraft
",Post-1930,63,1931,"29,709",4.8
"Jenseits der Schriftkultur, vol 1 ","
Mihai Nadin
",Post-1930,0,1999,"1,744",0
The Giant has Fleas,"
Caroll John Daly
",Post-1930,14,1947,"1,763",4.5
Accelerando,"
Charles Stross
",Post-1930,819,2005,"47,078",4.6363636363636
Agent to the Stars,"
John Scalzi
",Post-1930,308,1999,"42,119",4.25
Thicker Than Blood,"
M. A. Newhall
",Post-1930,171,2007,"1,757",3
Vrenna and the Little King,"
Michael E. Shea
",Post-1930,20,,"1,770",5
"''And That's How It Was, Officer''","
Ralph Sholto
",Post-1930,43,1952,"31,313",4
Hacker Crackdown,"
Bruce Sterling
",Post-1930,303,1994,"35,109",4.6666666666667
The Beautiful,"
Vernon Lee
",Psychology,87,1913,"15,004",0
The Science of Human Nature,"
William Henry Pyle
",Psychology,176,1917,"14,920",0
Love for a Deaf Rebel,"
Derrick King
",Psychology,196,2021,"2,992",0
Criminal Psychology,"
Hans Gross
",Psychology,740,1910,"56,535",0
The Expression of Emotion in Man and Animals,"
Charles Darwin
",Psychology,0,1899,"11,757",0
The Book of Courage,"
John Thomson Faris
",Psychology,125,1920,"21,153",0
The Foundations of Personality,"
Abraham Myerson
",Psychology,277,,"12,110",1
Self Mastery Through Conscious Autosuggestion,"
Emile Coué
",Psychology,84,1922,"12,512",0
Dream Psychology,"
Sigmund Freud
",Psychology,137,1920,"53,403",3.75
Group Psychology and The Analysis of The Ego,"
Sigmund Freud
",Psychology,90,1922,"25,552",0
Leonardo da Vinci,"
Sigmund Freud
",Psychology,63,1916,"12,610",0
How to Analyze People on Sight,"
Elsie Lincoln Benedict
Ralph Paine Benedict
",Psychology,253,1921,"61,016",3.2857142857143
The Crowd,"
Gustave le Bon
",Psychology,330,1897,"28,625",3
Ten Days in a Mad-House,"
Nellie Bly
",Psychology,95,1887,"57,418",4.8333333333333
The Trained Memory,"
Warren Hilton
",Psychology,53,1920,"14,119",4
The Analysis of Mind,"
Bertrand Russell
",Psychology,206,1921,"82,580",3.6666666666667
Malignant Self Love,"
Samuel Vaknin
",Psychology,11,2003,"20,627",5
Loss Of Reason,"
Miles A. Maxwell
",Psychology,242,2015,"12,087",4
The Development Psychology of Psychopathology,"
Sam Vaknin
",Psychology,88,2002,"9,518",5
How to Use Your Mind,"
Harry Dexter Kitson
",Psychology,123,1921,"66,091",4.25
Hidden Symbolism of Alchemy and the Occult Arts,"
Herbert Silberer
",Psychology,333,1917,"17,945",0
Applied Psychology: Driving Power of Thought,"
Warren Hilton
",Psychology,50,1914,"48,403",5
The Achievements of Luther Trant,"
Edwin Balmer
",Psychology,253,1910,"12,325",4
Applied Psychology: Making Your Own World,"
Warren Hilton
",Psychology,36,1914,"43,674",3
Applied Psychology for Nurses,"
Mary F. Porter
",Psychology,126,1921,"13,665",4
Awful Disclosures ,"
Maria Monk
",Pulp,268,1836,"14,516",3.0666666666667
A Princess of Mars,"
Edgar Rice Burroughs
",Pulp,176,1912,"53,761",4.4347826086957
At the Earth's Core,"
Edgar Rice Burroughs
",Pulp,131,1914,"22,652",4.2857142857143
The Return of Sherlock Holmes,"
Arthur Conan Doyle
",Pulp,269,1904,"49,175",4.8571428571429
The Thirty-Nine Steps,"
John Buchan
",Pulp,101,1915,"37,973",4.1111111111111
The Agony Column,"
Earl Derr Biggers
",Pulp,70,1916,"15,807",4.5263157894737
Alcatraz,"
Max Brand
",Pulp,182,1922,"15,568",4
No Orchids for Miss Blandish,"
James Hadley Chase
",Pulp,218,1939,"50,161",4.5454545454545
The Power of Concentration,"
Theron Q. Dumont
",Pulp,104,1915,"49,619",4.7142857142857
The Return of Tarzan,"
Edgar Rice Burroughs
",Pulp,240,1913,"16,536",4.6666666666667
King Solomon's Mines ,"
H. Rider Haggard
",Pulp,216,1885,"27,963",4.2857142857143
Captain Blood,"
Rafael Sabatini
",Pulp,329,1922,"22,880",4.75
Almuric,"
Robert E. Howard
",Pulp,236,1939,"28,487",3.8571428571429
813,"
Maurice LeBlanc
",Pulp,386,1910,"21,822",4.375
Color Out of Space,"
H. P. Lovecraft
",Pulp,27,1927,"16,627",3.6666666666667
The Trained Memory,"
Warren Hilton
",Pulp,53,1920,"14,119",4
Arson Plus,"
Dashiell Hammett
",Pulp,22,1923,"17,986",4
The Angel of Terror,"
Edgar Wallace
",Pulp,220,1922,"23,238",4
The Shadow Out of Time,"
H. P. Lovecraft
",Pulp,70,1936,"17,562",3.5
Thuvia Maid of Mars,"
Edgar Rice Burroughs
",Pulp,148,1920,"16,478",3
Warlord of Mars,"
Edgar Rice Burroughs
",Pulp,161,1914,"21,007",4
Atlantis: The Antedeluvian World ,"
Ignatius Donnelly
",Pulp,354,1882,"16,828",4.6666666666667
Clairvoyance and Occult Powers,"
William Walker Atkinson
",Pulp,235,1916,"29,462",4.5
Jack O'Judgment,"
Edgar Wallace
",Pulp,250,1920,"16,690",4
When We Let Go,"
Delancey Stewart
",Random Selection,280,2018,"4,423",0
Psycho-Phone Messages,"
Francis Grierson
",Random Selection,60,1921,"5,376",1
Ice Crown,"
Kay L. Moody
",Random Selection,142,2019,"3,001",0
Fireplay,"
Steve P. Vincent
",Random Selection,51,2017,"1,525",0
Chosen,"
Christine Pope
",Random Selection,382,2015,"2,492",0
Mostly Dark,"
Miranda Kate
",Random Selection,84,2018,"2,537",0
AL Clark,"
Jonathan G. Meyer
",Random Selection,284,2014,"4,007",4.5
Unforgettable,"
Linda Barrett
",Random Selection,204,2021,"2,169",0
Rev's Odyssey,"
R. R. Kaufman
",Random Selection,349,2021,859,0
Becoming Bader,"
T.K. Eldridge
",Random Selection,65,2022,"2,919",0
The Reluctant Coroner,"
Paul Austin Ardoin
",Random Selection,346,2018,"3,712",0
Hurst,"
Robin Crumby
",Random Selection,396,2016,"3,085",0
Chicken Culprit,"
Vikki Walton
",Random Selection,434,2018,"1,838",0
How to Live on 24 Hours a Day,"
Arnold Bennett
",Reference,41,1910,"16,200",3.75
The New Hacker's Dictionary,"
Eric S. Raymond
",Reference,1569,1997,"24,678",4.4
The Jargon File,"
Eric S. Raymond
",Reference,1569,2000,"17,116",0
